,Start,Finish,Name of Conflict
600,1944,1944,1944 Kivu Uprising
601,1944,1949,Ili Rebellion
602,1944,1951,Goryani Insurgency
603,1944,1953,Guerrilla war in the Baltic states
604,8 May 1945,1950,Crusader insurgency
605,1945,1945,1945 Khuzestan revolt[1]
606,10 August 1945,7 December 1949,Chinese Civil War (Second Phase)
607,17 August 1945,27 December 1949,Indonesian National Revolution
608,"September 13, 1945","March 30, 1946",War in Vietnam (1945–46)
609,15 November 1945,15 December 1946,Iran crisis of 1946
610,November 1945,Spring 1946,1945 Hazara Rebellion
611,30 March 1946,16 October 1949,Greek Civil War
612,4 July 1946,17 May 1954,Hukbalahap rebellion (post-WWII)
613,September 1946,November 1946,Autumn Uprising of 1946
614,1946,1946,Corfu Channel incident
615,October 1946,October 1946,Punnapra-Vayalar uprising
616,19 December 1946,1 August 1954,First Indochina War
617,7 March 1947,20 August 1947,Paraguayan Civil War (1947)
618,June 1947,October 1947,1947 Poonch Rebellion
619,1947,1947,Integration of Junagadh
620,1947,1962,Romanian anti-communist resistance movement
621,22 October 1947,5 January 1949,Indo-Pakistani War of 1947
622,29 March 1947,November 1948,Malagasy Uprising
623,29 November 1947,14 May 1948,1947–48 Civil War in Mandatory Palestine Part of the 1948 Palestine war
624,1948[2] or 1947[3],1949,Safi Rebellion[2][3]
625,12 March 1948,24 April 1948,Costa Rican Civil War
626,2 April 1948,Ongoing,Internal conflict in Burma
627,May 1949,25 June 1950,Inter-Korean border skirmishes
628,January 1948,January 1948,Al-Wathbah uprising
629,3 April 1948,May 1949,Jeju uprising
630,9 April 1948,1958,La Violencia
631,14 May 1948,10 March 1949,1948 Arab–Israeli War Part of the Arab–Israeli conflict
632,16 June 1948,12 July 1960,Malayan Emergency
633,13 September 1948,18 September 1948,Operation Polo
634,18 September 1948,October 1948,Madiun Affair Part of the Indonesian National Revolution
635,September 1948,October 1948,Yeosu–Suncheon rebellion
636,1948,25 June 1950,Pre-Korean War insurgency[4]
637,1949,1949,1949 Hazara Rebellion
638,1949,29 October 1956,Palestinian Fedayeen insurgency Part of the Israeli–Palestinian conflict
639,26 February 1949,26 February 1949,Palace Rebellion
640,1949,1951,Campaign to Suppress Bandits in Central and Southern China
641,7 August 1949,1965,Darul Islam Insurgency Part of the Indonesian National Revolution
642,1949,Ongoing,Afghanistan–Pakistan skirmishes
643,1950,1961,Invasion of Hamasa and Buraimi
644,1950,1958,Kuomintang Islamic insurgency
645,22 January 1950,23 January 1950,APRA coup d'état Part of the Indonesian National Revolution
646,5 April 1950,21 April 1950,Makassar Uprising Part of the Indonesian National Revolution
647,1950,1950,La Revolución del 50 [es]
648,6 October 1950,19 October 1950,Battle of Chamdo
649,30 October 1950,30 October 1950,Utuado Uprising
650,30 October 1950,30 October 1950,San Juan Nationalist revolt
651,30 October 1950,30 October 1950,Jayuya Uprising
652,25 June 1950,27 July 1953[5],Korean War Part of the Korean conflict
653,1951,1951,Manhattan Rebellion
654,14 April 1951,13 November 1966,Reprisal operations
655,1952,1952,1952 Hazara Rebellion[8]
656,1952,1952,Egyptian revolution of 1952
657,28 January 1952,25 October 1955,Invasion of Hamasa
658,Summer 1952,1960,Mau Mau Uprising
659,10 March 1953,10 March 1953,Air battle over Merklín
660,31 May 1953,2 June 1953,Uprising in Plzeň (1953)
661,16 June 1953,17 June 1953,1953 East German Uprising
662,15 August 1953,20 August 1953,1953 Iranian coup d'état
663,26 July 1953,1 January 1959,Cuban Revolution
664,1954,2017,Xinjiang conflict
665,1954,1954,1954 Paraguayan coup d'état
666,16 May 1954,26 June 1954,Kengir uprising
667,3 September 1954,1 May 1955,First Taiwan Strait Crisis
668,22 July 1954,11 August 1954,Annexation of Dadra and Nagar Haveli
669,23 June 1958,22 September 1958,Second Taiwan Strait Crisis
670,1954,1959,Jebel Akhdar War
671,1 November 1954,19 March 1962,Algerian War
672,1955,1955,Preventive Strike of Marechal Lott [pt]
673,1955,1955,Afghan tribal revolt of 1955[9][2]
674,1955,1955,Calderonista Invasion of Costa Rica
675,1955,1959,Cyprus Emergency
676,1955,1964,Cameroonian Independence War
677,1955,1957,Upper Yafa uprisings[10]
678,18 August 1955,27 March 1972,First Sudanese Civil War
679,1 November 1955,30 April 1975,Vietnam War
680,28 June 1956,30 June 1956,Poznań Uprising
681,23 October 1956,11 November 1956,Hungarian Revolution of 1956
682,29 October 1956,7 November 1956,Suez Crisis
683,2 November 1956,14 November 1956,Quỳnh Lưu Uprising
684,23 October 1957,30 June 1958,Ifni War
685,1957,1961,PRRI and Permesta rebellion
686,Late 1950s,Late 1950s,Anti-taxation uprising in Afghanistan[13]
687,15 July 1958,25 October 1958,1958 Lebanon crisis
688,14 July 1958,14 July 1958,14 July Revolution
689,December 1958,September 1959,North Vietnamese invasion of LaosPart of the Vietnam War and the Laotian Civil War
690,30 December 1958,15 September 1959,Mexico–Guatemala conflict
691,7 March 1959,11 March 1959,1959 Mosul uprising
692,1959,1959,Spirit Soldier rebellion (1959)
693,10 March 1959,23 March 1959,1959 Tibetan uprising
694,23 May 1959,2 December 1975,Laotian Civil War
695,1959,1965,Escambray Rebellion
696,1959,1959,Pashtun Revolt in Kandahar[14]
697,15 June 1959,18 June 1959,Upper Yafa disturbances[15](Further info: House of commons debate)
698,1959,1959,Cuban invasion of Panama[16]
699,1959,1959,1959 Viqueque rebellion
700,1959,1959,Cuban invasion of the Dominican Republic[17]
701,31 July 1959,20 October 2011,Basque conflict
702,1960,1960,1960 Ethiopian coup attempt
703,1960,1961,Bajaur Campaign
704,1960,1961,1960–61 campaign at the China–Burma border
705,1960,1965,Congo Crisis
706,1960,Ongoing,Katanga insurgency
707,13 November 1960,29 December 1996,Guatemalan Civil War
708,1960,Ongoing,South Thailand insurgency
709,1961,1990,Nicaraguan Revolution
710,1961,1970,First Iraqi–Kurdish War
711,1961,1961,Bay of Pigs Invasion
712,1961,1961,Bizerte crisis
713,1961,1962,French military rebellion in Algeria[18][19]Part of the Algerian War
714,1961,1962,Operation Trikora
715,1961,1991,Eritrean War of Independence
716,1961,1961,Indian annexation of Goa
717,1961,1975,Angolan War of IndependencePart of the Portuguese Colonial War
718,1961,1961,1961 revolt in Somalia
719,1961,1961,Rebellion of the Pilots
720,1962,1964,Tuareg rebellion (1962–64)
721,1962,1970,North Yemen Civil War
722,1962,1962,El Carupanazo
723,1962,1962,El Porteñazo
724,1962,1962,Sino-Indian War
725,1962,1962,Brunei revolt
726,1962,1990,Communist insurgency in Sarawak
727,1962,1976,Dhofar Rebellion
728,1963,1963,1963 Argentine Navy revolt
729,1963,1963,1963 Cuban invasion of Venezuela[20]
730,1963,1963,Sand War
731,1963,1963,Ramadan Revolution
732,1963,1963,Ar-Rashid revolt
733,1963,1963,November 1963 Iraqi coup d'état
734,1963,1963,1963 Syrian coup d'état
735,1963,1966,Indonesia–Malaysia confrontation
736,1963,1967,Shifta War
737,1963,1970,Bale revolt
738,1963,1974,Guinea-Bissau War of IndependencePart of the Portuguese Colonial War
739,1963,1967,Aden Emergency
740,1964,1964,1964 Brazilian coup d'état
741,1964,1964,1964 Ethiopian–Somali Border War
742,1964,1964,Simba rebellion Part of the Congo Crisis
743,1964,1979,Rhodesian Bush War
744,1964,1992,FULRO insurgency against Vietnam
745,1964,Ongoing,Colombian conflict (1964–present)
746,1964,1974,Mozambican War of IndependencePart of the Portuguese Colonial War
747,1964,Ongoing,Insurgency in Northeast India
748,1964,1964,Zanzibar Revolution
749,1965,1965,30 September Movement
750,1965,1965,Dominican Civil War
751,1965,1966,American occupation of the Dominican Republic (1965–66)
752,1965,1965,Indo-Pakistani War of 1965
753,1965,1983,Communist insurgency in Thailand
754,1965,1979,Chadian Civil War (1965–79)
755,1966,1967,Guerrilha do Caparaó [pt]
756,1966,1977,Crisis in French Somaliland[21]
757,1966,1967,Stanleyville mutinies Part of the Congo Crisis
758,1966,1967,Ñancahuazú Guerrilla War
759,1966,1969,Korean DMZ Conflict Part of the Korean conflict
760,1966,1989,South African Border War
761,1967,1967,Invasion of Machurucuto
762,1967,1967,1967 China-India border conflicts
763,1967,1967,Six-Day War
764,1967,1968,1967 Kurdish revolt in Iran
765,1967,1974,Araguaia Guerrilla War
766,1967,1975,Cambodian Civil War
767,1967,1970,Nigerian Civil War
768,1967,1970,War of Attrition
769,1967,Ongoing,Naxalite–Maoist insurgency
770,1968,1989,Communist insurgency in Malaysia (1968–89)
771,1968,1998,The Troubles
772,1968,1982,Years of Lead (Italy)
773,1968,1968,Warsaw Pact invasion of Czechoslovakia
774,1969,1969,1969 Somali coup d'état
775,1969,Ongoing,Civil conflict in the Philippines
776,1969,1969,1969 Libyan coup d'etat
777,1969,Ongoing,Communist rebellion in the Philippines
778,1969,2019,Moro insurgency in the Philippines
779,1969,1969,Football War
780,1969,1969,Al-Wadiah War
781,1969,1969,Rupununi Uprising
782,1969,1969,Sino-Soviet border conflict
783,1969,Ongoing,Papua conflict
784,1970,1971,Black September in Jordan
785,1970,1972,Reggio revolt
786,1970,1970,Corrective Movement (Syria)
787,1970,1982,Dirty War (Mexico)
788,1971,1971,1971 Ugandan coup d'état
789,1971,1971,Bangladesh Liberation War
790,1971,1972,1971 Janatha Vimukthi Peramuna Insurrection
791,1971,1971,Abu Musa and the Greater and Lesser Tunbs conflict
792,1972,1972,1972 invasion of Uganda[40]
793,1972,1974,First Eritrean Civil War
794,1972,1975,1972–1975 Bangladesh insurgency
795,1973,1973,1973 Samita border skirmish
796,1973,1973,Yom Kippur War
797,1973,1973,1973 Chilean coup d'etat
798,1973,1990,Armed resistance in Chile (1973–90)
799,1973,Ongoing,Oromo Conflict
800,1974,1974,Turkish invasion of Cyprus
801,1974,1974,Arube uprising
802,1974,1974,Battle of the Paracel Islands
803,1974,1991,Ethiopian Civil War
804,1974,1975,Second Iraqi–Kurdish War
805,1974,1975,1974–75 Shatt al-Arab clashes
806,1975,1975,Coup of 25 November 1975
807,1975,1975,Islamist uprising in the Panjshir Valley
808,1975,1975,1975 China-India border skirmish
809,1975,2002,Angolan Civil War
810,1975,Ongoing,Cabinda War
811,1975,1991,Western Sahara War Part of the Western Sahara conflict
812,1975,1979,PUK insurgency
813,1975,1990,Lebanese Civil War
814,1975,1989,Cambodian–Vietnamese War
815,1975,Ongoing,Insurgency in Laos
816,1975,1975,Indonesian invasion of East Timor
817,1976,Early 1980s,Rebellion of the Lost [pt]
818,1976,1983,Dirty War
819,1976,2005,Insurgency in Aceh
820,1976,1980,Political violence in Turkey (1976–80)
821,1977,1977,Safar uprising[45]
822,1977,1992,Mozambican Civil War
823,1977,1977,Libyan–Egyptian War
824,1977,1978,Ethio-Somali War
825,1977,1997,Chittagong Hill Tracts conflict
826,1977,1977,Shaba I
827,1978,1978,Shaba II
828,1978,1978,1978 South Lebanon conflict
829,1978,1978,Saur revolution
830,1978,1979,Uganda–Tanzania War
831,1978,1987,Chadian–Libyan conflict
832,1978,Ongoing,Kurdish–Turkish conflict
833,1978,1982,NDF Rebellion
834,1979,1979,Grand Mosque seizure
835,1979,1979,1979 Herat uprising
836,1979,1979,Yemenite War of 1979
837,1979,1979,Iranian Revolution
838,1979,1979,1979 Khuzestan uprising
839,1979,1979,Sino-Vietnamese War
840,1979,1990,Sino-Vietnamese conflicts 1979–90
841,1979,1982,Islamist uprising in Syria
842,1979,1983,1979 Kurdish rebellion in Iran
843,1979,1988,Al-Ansar insurgency
844,1979,1980,1979–1980 Shia uprising in Iraq
845,1979,1989,Soviet–Afghan War
846,1979,1992,Salvadoran Civil War
847,26 January 1980,27 January 1981,1980 Gafsa Uprising
848,February 1980,24 March 1981,Second Eritrean Civil War
849,17 May 1980,Ongoing,Internal conflict in Peru
850,18 May 1980,27 May 1980,Gwangju Uprising
851,9 July 1980,10 July 1980,Nojeh coup plot
852,August 1980,September 1980,Coconut War
853,12 September 1980,Ongoing,Maoist insurgency in Turkey
854,1980,1988,Iran–Iraq War
855,25 January 1981,5 February 1981,Paquisha War
856,6 February 1981,25 January 1986,Ugandan Bush War
857,8 February 1981,12 February 1981,1981 Entumbane uprising
858,29 July 1981,1 August 1981,1981 Gambian coup d'état attempt
859,1982,Ongoing,Casamance conflict
860,25 January 1982,25 January 1982,1982 Amol uprising
861,2 April 1982,14 June 1982,Falklands War
862,1982,1982,Ndogboyosoi War
863,6 June 1982,June 1985,1982 Lebanon War
864,18 February 1985,25 May 2000,Security Zone conflict
865,June 1982,August 1982,1982 Ethiopian–Somali Border War
866,18 April 1983,1983,Chadian–Nigerian War
867,5 June 1983,9 January 2005,Second Sudanese Civil War
868,23 July 1983,18 May 2009,Sri Lankan Civil War
869,September 1983,1985,Kurdish rebellion of 1983Part of the Iran–Iraq War
870,25 October 1983,29 October 1983,Invasion of Grenada
871,13 April 1984,25 November 2003,Siachen conflict
872,25 December 1985,30 December 1985,Agacher Strip War
873,13 January 1986,24 January 1986,South Yemen Civil War
874,15 April 1986,15 April 1986,1986 United States bombing of Libya
875,November 1986,1992,Surinamese Interior War
876,1986,1987,Ciskei-Transkei conflict
877,1987,1991,Singing Revolution
878,8 December 1987,1 November 1991(or 13 September 1993),First Intifada
879,1987,1989,1987–89 JVP insurrection
880,1987,1987,1987 Sino-Indian skirmish
881,1987,Ongoing,Lord's Resistance Army insurgency
882,1988,1988,1988 Maldives coup d'état
883,20 February 1988,12 May 1994,First Nagorno-Karabakh War
884,1 December 1988,20 April 1998,Bougainville Civil War
885,1989,1989,1989 Paraguayan coup d'état
886,1989,1989,1989 Philippine coup attempt
887,15 February 1989,30 April 1992,Civil war in Afghanistan (1989–92)part of the war in afghanistan(1978–present)
888,9 April 1989,18 July 1991,Mauritania–Senegal Border War
889,13 July 1989,23 August 1996,KDPI insurgency (1989–96)
890,13 July 1989,Ongoing,Insurgency in Jammu and KashmirPart of the Kashmir conflict
891,16 December 1989,27 December 1989,Romanian Revolution
892,20 December 1989,31 January 1990,United States invasion of Panama
893,24 December 1989,2 August 1997,First Liberian Civil War
894,1990,1991,Gulf War
895,1990,1998,1990–1998 Indonesian military operations in Aceh
896,1990,Ongoing,DHKP/C insurgency in Turkey
897,1990,1994,Rwandan Civil War
898,1990,1995,Tuareg rebellion (1990–1995)
899,1990,1990,1990 Mindanao crisis
900,1991,1991,Operation Traira
901,1991,1991,Ten-Day War
902,1991,1992,1991–1992 South Ossetia War
903,1991,1994,Djiboutian Civil War
904,1991,1995,Croatian War of Independence
905,1991,2002,Sierra Leone Civil War
906,1991,2002,Algerian Civil War
907,1991,Ongoing,Somali Civil War
908,1991,1993,Georgian Civil War
909,1991,1991,1991 Iraqi uprisings
910,1992,1995,Bosnian War
911,1992,1992,1992 Venezuelan coup d'état attempts
912,1992,1992,East Prigorodny Conflict
913,1992,1996,Civil war in Afghanistan (1992–1996)
914,1992,1992,War of Transnistria
915,1992,1993,War in Abkhazia (1992–1993)
916,1992,1997,Civil war in Tajikistan
917,1993,1994,Chechen Civil War [ru]
918,1993,2005,Burundian Civil War
919,1993,1994,Republic of the Congo Civil War (1993–1994)
920,1993,Ongoing,Ethnic conflict in Nagaland
921,1993,1993,1993 Russian constitutional crisis
922,1994,1997,Iraqi Kurdish Civil War
923,1994,Ongoing,Armenian-Azerbaijani border conflictPart of the Nagorno-Karabakh conflict
924,1994,Ongoing,Chiapas conflict
925,1994,1994,1994 Zapatista UprisingPart of the Chiapas conflict
926,1994,1994,1994 Bophuthatswana crisis
927,1994,1994,Yemeni Civil War (1994)
928,1994,1996,First Chechen War
929,1994,1999,Caprivi conflict
930,1995,1995,Cenepa War
931,1994,2018,Insurgency in Ogaden
932,1995,2018,Second Afar Insurgency
933,1995,1995,1995 Sudanese-Ugandan border conflict
934,1995,1995,Hanish Islands conflict
935,1996,Ongoing,ADF insurgency
936,1996,2006,Nepalese Civil War
937,1996,2001,Civil war in Afghanistan (1996–2001)
938,1996,1997,First Congo War
939,1997,1997,Albanian Rebellion of 1997
940,1997,1997,1997 Sudanese-Eritrean border conflict
941,1997,1999,Republic of the Congo Civil War (1997–1999)
942,1997,1997,1997 clashes in Cambodia
943,1998,1998,1998 Monrovia clashes
944,1998,1998,War in Abkhazia (1998)
945,1998,1999,Kosovo War
946,1998,2000,Eritrean–Ethiopian War
947,1998,2003,Second Congo War
948,1998,1999,Guinea-Bissau Civil War
949,1998,1998,1998 Saudi-Yemeni border conflict[4][5][6]
950,1998,Ongoing,Al-Qaeda insurgency in Yemen
951,1999,1999,Batken Conflict
952,1999,1999,Kargil War Part of the Indo-Pakistani Wars
953,1999,2000,1999 East Timorese crisis
954,1999,2001,Insurgency in the Preševo Valley
955,1999,2002,Maluku sectarian conflict
956,1999,2003,Second Liberian Civil War
957,1999,2007,Ituri conflict
958,1999,1999,War of Dagestan
959,1999,2009,Second Chechen War
960,2000,2000,Six-Day War (2000)Part of the Second Congo War
961,2000,2005,Second Intifada
962,2000,2006,2000–2006 Shebaa Farms conflict
963,2001,2001,2001 Bangladesh-India border clashes
964,2001,2003,Kurdistan Islamist conflict
965,2001,2001,Insurgency in the Republic of Macedonia
966,2001,Ongoing,War on Terror
967,2002,2003,2002–2003 conflict in the Pool Department
968,2002,2015,Operation Enduring Freedom – Philippines
969,2002,Ongoing,Operation Enduring Freedom – Horn of Africa
970,2002,2007,First Ivorian Civil War
971,2002,2021,"Taliban insurgency Part of the War in Afghanistan (2001–2021), War in Afghanistan (1978-present) and War on Terrorism"
972,2003,Ongoing,War in Darfur
973,2003,2011,Iraq War
974,2003,2010,Sinaloa Cartel-Gulf Cartel conflict
975,2004,Ongoing,War in North-West Pakistan
976,2004,2007,Central African Republic Bush War
977,2004,Ongoing,Iran–PJAK conflict Kurdish separatism in Iran
978,2004,Ongoing,Conflict in the Niger Delta
979,2004,2015,Houthi insurgency in Yemen
980,2004,Ongoing,Kivu conflict
981,2004,Ongoing,Sistan and Baluchestan insurgency Part of the Balochistan conflict
982,2005,Ongoing,Paraguayan People's Army insurgency
983,2005,2010,Chadian Civil War (2005–10)
984,2005,2005,2005 Bangladesh India border clash
985,2005,2008,Mount Elgon insurgency
986,2006,Ongoing,Fatah–Hamas conflict
987,2006,2009/2013,Bakassi conflict
988,2006,2006,2006 Lebanon War
989,2006,2013,Operation Astute
990,2006,2009,Eelam War IV
991,2006,2009,Iraqi Civil War Part of the Iraq War
992,2006,Ongoing,Mexican Drug War
993,2006,2009,War in Somalia (2006–09) Part of the Somali Civil War
994,2007,Ongoing,Operation Enduring Freedom – Trans Sahara
995,2007,2007,Hamas' takeover of Gaza
996,2007,2007,2007 Lebanon conflict
997,2007,2009,Tuareg rebellion (2007–09) part of the Tuareg rebellion
998,2007,2015,War in Ingushetia
999,2008,2008,Naaf War
1000,2008,2008,2008 invasion of Anjouan
1001,2008,2008,2008 conflict in Lebanon
1002,2008,2008,2008 Bangladesh India border clash
1003,2008,2008,2008 Kufra conflict
1004,2008,2012,Cambodian–Thai border dispute
1005,2008,2008,Djiboutian–Eritrean border conflict
1006,2008,2008,Russo-Georgian War
1007,2008,2009,Gaza War
1008,2009,Ongoing,Sudanese nomadic conflicts
1009,2009,2017,Insurgency in the North Caucasus
1010,2009,Ongoing,Boko Haram insurgency
1011,2009,2009,2009 Peruvian political crisis
1012,2009,2009,2009 Boko Haram uprising Part of the Boko Haram insurgency
1013,2009,Ongoing,South Yemen insurgency
1014,2009,Ongoing,Somali Civil War (2009–present) Part of the Somali Civil War
1015,2009,2010,Operation Scorched Earth Part of the Houthi insurgency in Yemen
1016,2009,2009,Dongo conflict
1017,2010,2010,2010 South Kyrgyzstan ethnic clashes
1018,2010,2010,2010 Kingston unrest
1019,2010,2012,Tajikistan insurgency
1020,2010,2011,2010–2011 Ivorian crisis Second Ivorian Civil War
1021,2011,2011,Libyan Civil War (2011)
1022,2011,Ongoing,Sinai insurgency
1023,2011,Ongoing,Syrian Civil War
1024,2011,Ongoing,Sudanese conflict in South Kordofan and Blue Nile
1025,2011,2018,Shia insurgency in Bahrain
1026,2011,2017,Syrian Civil War spillover in Lebanon Part of the Syrian Civil War
1027,2011,Ongoing,Ethnic violence in South Sudan (2011–present) Part of the Sudanese nomadic conflicts
1028,2011,2012,Operation Linda Nchi Part of the Somali Civil War (2009–present)
1029,2011,2014,Factional violence in Libya (2011–14)
1030,2011,2014,Iraqi insurgency (2011–2013) Part of the Iraq War
1031,2012,Ongoing,Northern Mali conflict
1032,2012,2012,Heglig Crisis
1033,2012,2012,2012 Abyan offensive Part of the Al-Qaeda insurgency in Yemen
1034,2012,2013,M23 rebellion
1035,2012,2012,Baragoi clashes
1036,2012,Ongoing,Central African Republic conflict (2012–present)
1037,2013,2020,South Sudanese Civil War Part of the ethnic violence in South Sudan (2011–present)
1038,2013,2013,Lahad Datu standoff
1039,2013,2019,Batwa–Luba clashes
1040,2013,2013,Zamboanga City crisis
1041,2013,2019,RENAMO insurgency (2013–2019)
1042,2014,2015,Houthi takeover in Yemen Part of the Houthi insurgency in Yemen and the Yemeni Crisis
1043,2014,2014,2014 Israel–Gaza conflict Part of the Gaza–Israel conflict
1044,2014,2014,2014 Aswan tribal clashes
1045,2014,2017,Iraqi Civil War (2014–2017)
1046,2014,2020,Second Libyan Civil War
1047,2014,Ongoing,Russo-Ukrainian War
1048,2014,Ongoing,International military intervention against ISIL
1049,2014,Ongoing,Yemeni Civil War (2014–present)
1050,2015,Ongoing,ISIL insurgency in Tunisia Part of the Insurgency in the Maghreb (2002–present)
1051,2015,Ongoing,Kurdish–Turkish conflict (2015–present) Part of the Kurdish–Turkish conflict (1978–present)
1052,2016,Ongoing,2016 Niger Delta conflict Part of the Conflict in the Niger Delta
1053,2016,2016,2016 Armenian–Azerbaijani clashes Part of the Nagorno-Karabakh conflict
1054,2016,2017,Pool War
1055,2016,Ongoing,Northern Rakhine State clashes Part of the Rohingya conflict and the Internal conflict in Myanmar
1056,2016,2016,Kasese clashes
1057,2016,2019,Kamwina Nsapu rebellion
1058,2016,Ongoing,Insurgency in Northern Chad
1059,2017,2017,2017 Afghanistan–Pakistan border skirmish Part of the Afghanistan–Pakistan skirmishes
1060,2017,2020,2017–2020 Qatif unrest Part of the Qatif conflict
1061,2017,2017,Marawi crisis Part of the Moro conflict and the Military intervention against ISIL
1062,2017,2017,2017 Iraqi–Kurdish conflict Part of the Iraqi Civil War
1063,2017,Ongoing,Anglophone Crisis
1064,2017,Ongoing,Insurgency in Cabo Delgado
1065,2017,Ongoing,Islamic State insurgency in Iraq (2017–present) Part of the Iraqi conflict (2003–present)
1066,2018,Ongoing,Catatumbo campaign Part of the Part of the Colombian conflict
1067,2018,2018,November 2018 Gaza–Israel clashes Part of the Gaza-Israel conflict
1068,2018,2018,2018 Armenian–Azerbaijani clashes Part of the Nagorno-Karabakh conflict
1069,2019,2019,2019 India–Pakistan border skirmishes Part of the Indo−Pakistani conflicts and the Kashmir conflict
1070,2019,2019,May 2019 Gaza–Israel clashes Part of the Gaza–Israel conflict
1071,2019,Ongoing,"2019–2021 Persian Gulf crisis Part of the Iran–Saudi Arabia proxy conflict, the Iran–Israel proxy conflict, and the Persian Gulf conflicts"
1072,2019,Ongoing,Benishangul-Gumuz conflict Part of the Ethiopian civil conflict (2018–present)
1073,2019,2019,November 2019 Gaza-Israel clashes Part of the Gaza–Israel conflict
1074,2020,Ongoing,2020–2022 China–India skirmishes
1075,2020,Ongoing,Western Togoland Rebellion
1076,2020,2020,Second Nagorno-Karabakh war Part of the Nagorno-Karabakh conflict
1077,2020,Ongoing,Tigray War Part of the Ethiopian civil conflict (2018–present)
1078,2020,Ongoing,2020–2022 Western Saharan clashes Part of the Western Sahara conflict
1079,2020,Ongoing,Afar–Somali clashes Part of the Ethiopian civil conflict (2018–present)
1080,2020,Ongoing,2020–2022 Ethiopian–Sudanese clashes
1081,2021,Ongoing,Insurgency in Southeastern Nigeria Part of the herder–farmer conflicts in Nigeria and the conflict in the Niger Delta
1082,2021,Ongoing,2021-2022 Myanmar insurgency Part of the Internal conflict in Myanmar
1083,2021,2021,Kyrgyzstan–Tajikistan clashes
1084,2021,2021,2021 Israel–Palestine crisis Part of the Israeli–Palestinian conflict
1085,2021,Ongoing,2021–2022 Armenia–Azerbaijan border crisis Part of the Nagorno-Karabakh conflict
1086,2021,Ongoing,Republican insurgency in Afghanistan Part of the Afghanistan conflict (1978–present)
1087,2021,2021,2021 Afghanistan–Iran clashes
1088,2022,Ongoing,Russian invasion of Ukraine Part of the Russo-Ukrainian War
